BASE_FILE	0
BASE_SANDBOX	3
BASE_STUDIO_MENU_BAK_20260617	0
BASE_TENANT_GLOSSARY	0
BASE_TENANT_INDUSTRY	0
BASE_VISUAL_FILTER	0
DATA_REPORT	0
DEMO_EXCELTEST	0
DEMO_ORDER	0
DEMO_ORDERDETAIL	0
DOMAIN_MODEL	0
KG_PATTERN	0
KG_PATTERN_USAGE	0
MT543406707183714245	0
MT543408365615710149	0
MT543552698159464389	0
MT543668771097673669	0
MT543971603646513093	0
PROCESSED_EVENT	2
REPORT_CHARTS	0
REPORT_DEPARTMENT	0
REPORT_USER	0
SA_ASSUMPTIONS	14
SA_BUSINESS_PROCESS	2
SA_CONSISTENCY	15
SA_DATA_DICTIONARY	2
SA_DECISION_TABLE	2
SA_DFD	6
SA_ER	4
SA_PSPEC	2
SA_QUALITY_SCORE	11
SA_SCOPE	2
SA_STATE_MACHINE	7
SA_UI	3
SA_VALIDATION_LOG	0
SCHEMAVERSIONS	0
STUDENT	0
UNDO_LOG	0
WFORM_APPLYBANQUET	1
WFORM_APPLYDELIVERGOODS	2
WFORM_APPLYDELIVERGOODSENTRY	1
WFORM_APPLYMEETING	1
WFORM_ARCHIVALBORROW	1
WFORM_ARTICLESWAREHOUS	1
WFORM_BATCHPACK	1
WFORM_BATCHTABLE	1
WFORM_CONBILLING	1
WFORM_CONTRACTAPPROVAL	2
WFORM_CONTRACTAPPROVALSHEET	1
WFORM_DEBITBILL	1
WFORM_DOCUMENTAPPROVAL	1
WFORM_DOCUMENTSIGNING	1
WFORM_EXPENSEEXPENDITURE	1
WFORM_FINISHEDPRODUCT	2
WFORM_FINISHEDPRODUCTENTRY	1
WFORM_INCOMERECOGNITION	1
WFORM_LETTERSERVICE	1
WFORM_MATERIALREQUISITION	2
WFORM_MATERIALREQUISITIONENTRY	1
WFORM_MONTHLYREPORT	1
WFORM_OFFICESUPPLIES	1
WFORM_OUTBOUNDORDER	2
WFORM_OUTBOUNDORDERENTRY	1
WFORM_OUTGOINGAPPLY	1
WFORM_PAYDISTRIBUTION	1
WFORM_PAYMENTAPPLY	1
WFORM_POSTBATCHTAB	1
WFORM_PROCUREMENTMATERIAL	2
WFORM_PROCUREMENTMATERIALENTRY	1
WFORM_PURCHASELIST	2
WFORM_PURCHASELISTENTRY	1
WFORM_QUOTATIONAPPROVAL	1
WFORM_RECEIPTPROCESSING	1
WFORM_RECEIPTSIGN	1
WFORM_REWARDPUNISHMENT	1
WFORM_SALESSUPPORT	1
WFORM_STAFFOVERTIME	1
WFORM_SUPPLEMENTCARD	1
WFORM_TRAVELAPPLY	1
WFORM_TRAVELREIMBURSEMENT	1
WFORM_VEHICLEAPPLY	1
WFORM_VIOLATIONHANDLING	1
WFORM_WAREHOUSERECEIPT	2
WFORM_WAREHOUSERECEIPTENTRY	1
WFORM_WORKCONTACTSHEET	1
WFORM_ZJF_WIKXQI	0
WH_BASICDATA	0
WH_BILL	0
WH_BILLAUTOID	0
WH_BILLDETAIL	0
WH_CHECKBILLDETAIL	0
WH_CUSTOMER	0
WH_CUSTOMERCLASS	0
WH_DEPOT	0
WH_DEPOTMATERIAL	0
WH_DEPT	0
WH_MATERIAL	0
WH_MATERIALCLASS	0
WH_PROJECT	0
WH_REMOVEBILL	0
WH_REMOVEBILLDETAIL	0
WH_STORAGETYPE	0
WH_SUPPLIER	0
WH_SUPPLIERCLASS	0
WM_BASICDATA	0
WM_BILL	0
WM_BILLAUTOID	0
WM_BILLDETAIL	0
WM_CHECKBILL	0
WM_CHECKBILLDETAIL	0
WM_CLIENT	0
WM_CLIENTCLASS	0
WM_DEPOT	0
WM_DEPOTMATERIAL	0
WM_DEPT	0
WM_EMPLOYEE	0
WM_MATERIAL	0
WM_PROJECT	0
WM_REMOVEBILL	0
WM_REMOVEBILLDETAIL	0
WM_STORAGECLASS	0
WM_STORAGETYPE	0
WM_SUPPLIER	0
WM_SUPPLIERCLASS	0
WM_TAXRATE	0
ZX_SYS_DB	0
